date,predicted_gold_Price,actual_gold_Price
2015-09-03,26633.533,26196.0
2015-09-04,26616.768,26256.0
2015-09-02,26576.572,26417.0
2015-09-03,26630.89,26196.0
2015-09-04,26670.145,26256.0
2015-09-07,26750.375,26506.0
2015-09-08,26786.945,26436.0
2015-09-03,26352.627,26196.0
2015-09-04,26402.506,26256.0
2015-09-07,26506.463,26506.0
2015-09-08,26548.502,26436.0
2015-09-09,26590.812,26069.0
2015-09-04,26070.885,26256.0
2015-09-07,26153.812,26506.0
2015-09-08,26185.23,26436.0
2015-09-09,26208.146,26069.0
2015-09-10,26180.549,26179.0
2015-09-07,26121.21,26506.0
2015-09-08,26153.324,26436.0
2015-09-09,26172.123,26069.0
2015-09-10,26142.443,26179.0
2015-09-11,26140.639,25981.0
2015-09-09,26294.68,26069.0
2015-09-10,26288.102,26179.0
2015-09-11,26324.215,25981.0
2015-09-14,26347.102,26078.0
2015-09-15,26336.79,25982.0
2015-09-10,25958.615,26179.0
2015-09-11,25959.08,25981.0
2015-09-14,25914.967,26078.0
2015-09-15,25886.23,25982.0
2015-09-16,25864.115,26285.0
2015-09-11,26095.441,25981.0
2015-09-14,26093.469,26078.0
2015-09-15,26087.79,25982.0
2015-09-16,26078.05,26285.0
2015-09-17,26055.166,26176.0
2015-09-14,25932.545,26078.0
2015-09-15,25923.568,25982.0
2015-09-16,25907.488,26285.0
2015-09-17,25877.742,26176.0
2015-09-18,25852.48,26476.0
2015-09-16,26011.527,26285.0
2015-09-17,26022.482,26176.0
2015-09-18,26036.49,26476.0
2015-09-21,26016.176,26345.0
2015-09-22,25990.688,26242.0
2015-09-17,26247.662,26176.0
2015-09-18,26263.56,26476.0
2015-09-21,26326.438,26345.0
2015-09-22,26331.447,26242.0
2015-09-23,26332.771,26476.0
2015-09-18,26203.879,26476.0
2015-09-21,26251.516,26345.0
2015-09-22,26257.309,26242.0
2015-09-23,26265.242,26476.0
2015-09-24,26269.25,26965.0
2015-09-21,26475.73,26345.0
2015-09-22,26498.607,26242.0
2015-09-23,26519.1,26476.0
2015-09-24,26533.684,26965.0
2015-09-25,26536.854,26744.0
2015-09-23,26219.914,26476.0
2015-09-24,26226.572,26965.0
2015-09-25,26230.432,26744.0
2015-09-28,26225.723,26508.0
2015-09-29,26223.799,26253.0
2015-09-24,26401.408,26965.0
2015-09-25,26411.979,26744.0
2015-09-28,26398.836,26508.0
2015-09-29,26373.072,26253.0
2015-09-30,26343.564,25803.0
2015-09-25,26844.506,26744.0
2015-09-28,26898.623,26508.0
2015-09-29,26887.42,26253.0
2015-09-30,26875.33,25803.0
2015-10-01,26854.545,25782.0
2015-09-28,26871.43,26508.0
2015-09-29,26868.25,26253.0
2015-09-30,26860.27,25803.0
2015-10-01,26838.41,25782.0
2015-10-02,26814.145,25860.0
2015-09-30,26268.195,25803.0
2015-10-01,26254.834,25782.0
2015-10-02,26246.584,25860.0
2015-10-05,26222.545,26094.0
2015-10-06,26214.865,26512.0
2015-10-01,25747.924,25782.0
2015-10-02,25750.535,25860.0
2015-10-05,25750.541,26094.0
2015-10-06,25755.3,26512.0
2015-10-07,25755.828,26449.0
2015-10-02,25694.256,25860.0
2015-10-05,25692.992,26094.0
2015-10-06,25690.547,26512.0
2015-10-07,25685.22,26449.0
2015-10-08,25684.479,26351.0
2015-10-05,25844.152,26094.0
2015-10-06,25841.191,26512.0
2015-10-07,25821.54,26449.0
2015-10-08,25797.463,26351.0
2015-10-09,25793.818,26515.0
2015-10-07,26448.053,26449.0
2015-10-08,26462.9,26351.0
2015-10-09,26519.553,26515.0
2015-10-12,26544.336,26678.0
2015-10-13,26505.594,26872.0
2015-10-08,26426.291,26351.0
2015-10-09,26481.947,26515.0
2015-10-12,26531.215,26678.0
2015-10-13,26499.19,26872.0
2015-10-14,26472.205,27088.0
2015-10-09,26361.49,26515.0
2015-10-12,26424.865,26678.0
2015-10-13,26404.82,26872.0
2015-10-14,26386.908,27088.0
2015-10-15,26358.965,27142.0
2015-10-12,26621.56,26678.0
2015-10-13,26611.58,26872.0
2015-10-14,26606.969,27088.0
2015-10-15,26592.477,27142.0
2015-10-16,26567.648,27029.0
2015-10-14,26937.078,27088.0
2015-10-15,26949.82,27142.0
2015-10-16,26953.357,27029.0
2015-10-19,26965.96,26882.0
2015-10-20,26961.988,26993.0
2015-10-15,27118.885,27142.0
2015-10-16,27141.078,27029.0
2015-10-19,27182.104,26882.0
2015-10-20,27193.926,26993.0
2015-10-21,27203.076,26821.0
2015-10-16,27165.135,27029.0
2015-10-19,27217.04,26882.0
2015-10-20,27232.588,26993.0
2015-10-21,27245.695,26821.0
2015-10-22,27248.31,26737.0
2015-10-19,27099.03,26882.0
2015-10-20,27107.586,26993.0
2015-10-21,27117.467,26821.0
2015-10-22,27120.527,26737.0
2015-10-23,27120.627,26676.0
2015-10-21,27031.236,26821.0
2015-10-22,27026.092,26737.0
2015-10-23,27034.885,26676.0
2015-10-26,27061.271,26689.0
2015-10-27,27067.67,26790.0
2015-10-22,26863.361,26737.0
2015-10-23,26875.258,26676.0
2015-10-26,26928.492,26689.0
2015-10-27,26943.793,26790.0
2015-10-28,26955.932,26930.0
2015-10-23,26743.6,26676.0
2015-10-26,26798.62,26689.0
2015-10-27,26818.502,26790.0
2015-10-28,26839.236,26930.0
2015-10-29,26845.695,26470.0
2015-10-26,26678.742,26689.0
2015-10-27,26697.014,26790.0
2015-10-28,26718.332,26930.0
2015-10-29,26726.111,26470.0
2015-10-30,26732.992,26355.0
2015-10-28,26758.36,26930.0
2015-10-29,26772.092,26470.0
2015-10-30,26797.053,26355.0
2015-11-02,26803.352,26228.0
2015-11-03,26796.805,25863.0
2015-10-29,26914.828,26470.0
2015-10-30,26928.8,26355.0
2015-11-02,26942.03,26228.0
2015-11-03,26942.002,25863.0
2015-11-04,26934.568,25646.0
2015-10-30,26430.51,26355.0
2015-11-02,26418.209,26228.0
2015-11-03,26414.475,25863.0
2015-11-04,26405.506,25646.0
2015-11-05,26389.7,25791.0
2015-11-02,26343.346,26228.0
2015-11-03,26347.021,25863.0
2015-11-04,26345.203,25646.0
2015-11-05,26334.943,25791.0
2015-11-06,26311.006,25538.0
2015-11-04,25850.727,25646.0
2015-11-05,25869.533,25791.0
2015-11-06,25874.76,25538.0
2015-11-09,25890.197,25699.0
2015-11-10,25895.668,25604.0
2015-11-05,25650.09,25791.0
2015-11-06,25660.639,25538.0
2015-11-09,25696.615,25699.0
2015-11-10,25708.16,25604.0
2015-11-11,25723.639,25490.0
2015-11-06,25722.266,25538.0
2015-11-09,25788.307,25699.0
2015-11-10,25799.117,25604.0
2015-11-11,25806.932,25490.0
2015-11-12,25822.25,25341.0
2015-11-09,25616.912,25699.0
2015-11-10,25627.75,25604.0
2015-11-11,25635.654,25490.0
2015-11-12,25648.152,25341.0
2015-11-13,25652.459,25388.0
2015-11-11,25671.293,25490.0
2015-11-12,25664.53,25341.0
2015-11-13,25674.643,25388.0
2015-11-16,25727.334,25360.0
2015-11-17,25744.559,25038.0
2015-11-12,25545.855,25341.0
2015-11-13,25539.857,25388.0
2015-11-16,25545.139,25360.0
2015-11-17,25545.88,25038.0
2015-11-18,25546.973,25108.0
2015-11-13,25402.205,25388.0
2015-11-16,25387.475,25360.0
2015-11-17,25377.295,25038.0
2015-11-18,25364.295,25108.0
2015-11-19,25360.906,25308.0
2015-11-16,25446.266,25360.0
2015-11-17,25450.953,25038.0
2015-11-18,25448.176,25108.0
2015-11-19,25445.701,25308.0
2015-11-20,25438.824,25252.0
2015-11-18,25105.168,25108.0
2015-11-19,25110.482,25308.0
2015-11-20,25106.434,25252.0
2015-11-23,25048.54,25180.0
2015-11-24,25029.863,25305.0
2015-11-19,25160.996,25308.0
2015-11-20,25172.234,25252.0
2015-11-23,25172.13,25180.0
2015-11-24,25158.92,25305.0
2015-11-25,25142.434,25230.0
2015-11-20,25377.086,25252.0
2015-11-23,25465.244,25180.0
2015-11-24,25480.527,25305.0
2015-11-25,25482.053,25230.0
2015-11-26,25476.129,25288.0
2015-11-23,25401.549,25180.0
2015-11-24,25422.4,25305.0
2015-11-25,25428.572,25230.0
2015-11-26,25424.85,25288.0
2015-11-27,25403.707,25071.0
2015-11-25,25346.371,25230.0
2015-11-26,25366.715,25288.0
2015-11-27,25386.62,25071.0
2015-11-30,25369.557,25114.0
2015-12-01,25352.98,25018.0
2015-11-26,25269.51,25288.0
2015-11-27,25280.951,25071.0
2015-11-30,25285.309,25114.0
2015-12-01,25270.662,25018.0
2015-12-02,25251.4,24895.0
2015-11-27,25278.781,25071.0
2015-11-30,25283.715,25114.0
2015-12-01,25258.232,25018.0
2015-12-02,25231.533,24895.0
2015-12-03,25195.938,25043.0
2015-11-30,24940.107,25114.0
2015-12-01,24863.158,25018.0
2015-12-02,24809.75,24895.0
2015-12-03,24762.059,25043.0
2015-12-04,24733.492,25631.0
2015-12-02,25035.73,24895.0
2015-12-03,25039.514,25043.0
2015-12-04,25047.264,25631.0
2015-12-07,25020.496,25443.0
2015-12-08,24998.941,25424.0
2015-12-03,24897.736,25043.0
2015-12-04,24897.809,25631.0
2015-12-07,24857.77,25443.0
2015-12-08,24837.738,25424.0
2015-12-09,24822.559,25499.0
2015-12-04,25053.068,25631.0
2015-12-07,25089.27,25443.0
2015-12-08,25096.197,25424.0
2015-12-09,25103.057,25499.0
2015-12-10,25107.145,25328.0
2015-12-07,25506.707,25443.0
2015-12-08,25549.748,25424.0
2015-12-09,25582.164,25499.0
2015-12-10,25599.98,25328.0
2015-12-11,25616.498,25581.0
2015-12-09,25466.477,25499.0
2015-12-10,25492.71,25328.0
2015-12-11,25527.197,25581.0
2015-12-14,25594.281,25256.0
2015-12-15,25590.795,25173.0
2015-12-10,25550.197,25328.0
2015-12-11,25577.248,25581.0
2015-12-14,25643.133,25256.0
2015-12-15,25650.195,25173.0
2015-12-16,25646.299,25372.0
2015-12-11,25368.0,25581.0
2015-12-14,25430.719,25256.0
2015-12-15,25443.873,25173.0
2015-12-16,25451.566,25372.0
2015-12-17,25450.229,24766.0
2015-12-14,25662.93,25256.0
2015-12-15,25679.246,25173.0
2015-12-16,25690.04,25372.0
2015-12-17,25698.426,24766.0
2015-12-18,25702.521,25011.0
2015-12-16,25209.486,25372.0
2015-12-17,25211.566,24766.0
2015-12-18,25222.914,25011.0
2015-12-21,25228.092,25302.0
2015-12-22,25220.074,25176.0
2015-12-17,25381.928,24766.0
2015-12-18,25388.678,25011.0
2015-12-21,25431.16,25302.0
2015-12-22,25433.44,25176.0
2015-12-23,25425.973,25004.0
2015-12-18,24803.336,25011.0
2015-12-21,24837.312,25302.0
2015-12-22,24843.436,25176.0
2015-12-23,24849.615,25004.0
2015-12-24,24858.164,25147.0
2015-12-21,25034.102,25302.0
2015-12-22,25042.254,25176.0
2015-12-23,25043.078,25004.0
2015-12-24,25043.572,25147.0
2015-12-25,25042.404,25129.5
2015-12-23,25212.145,25004.0
2015-12-24,25229.611,25147.0
2015-12-25,25253.457,25129.5
2015-12-28,25290.572,25077.0
2015-12-29,25288.506,25106.0
2015-12-24,25042.076,25147.0
2015-12-25,25055.379,25129.5
2015-12-28,25068.01,25077.0
2015-12-29,25060.258,25106.0
2015-12-30,25048.107,25017.0
2015-12-25,25161.824,25129.5
2015-12-28,25211.293,25077.0
2015-12-29,25222.191,25106.0
2015-12-30,25225.07,25017.0
2015-12-31,25218.703,24952.0
2015-12-28,25197.354,25077.0
2015-12-29,25212.662,25106.0
2015-12-30,25221.828,25017.0
2015-12-31,25221.994,24952.0
2016-01-01,25216.277,24943.0
2015-12-30,25140.658,25017.0
2015-12-31,25149.492,24952.0
2016-01-01,25166.01,24943.0
2016-01-04,25185.742,25423.0
2016-01-05,25178.39,25430.0
2015-12-31,25058.148,24952.0
2016-01-01,25069.816,24943.0
2016-01-04,25092.537,25423.0
2016-01-05,25086.465,25430.0
2016-01-06,25073.678,25756.0
2016-01-01,24983.553,24943.0
2016-01-04,25004.293,25423.0
2016-01-05,25000.566,25430.0
2016-01-06,24990.729,25756.0
2016-01-07,24978.943,26106.0
2016-01-04,24983.242,25423.0
2016-01-05,24985.402,25430.0
2016-01-06,24983.67,25756.0
2016-01-07,24979.705,26106.0
2016-01-08,24966.252,25989.0
2016-01-06,25453.756,25756.0
2016-01-07,25493.781,26106.0
2016-01-08,25524.865,25989.0
2016-01-11,25579.738,25877.0
2016-01-12,25595.477,25689.0
2016-01-07,25778.404,26106.0
2016-01-08,25824.08,25989.0
2016-01-11,25876.73,25877.0
2016-01-12,25901.988,25689.0
2016-01-13,25876.041,25750.0
2016-01-08,26065.184,25989.0
2016-01-11,26139.836,25877.0
2016-01-12,26174.285,25689.0
2016-01-13,26153.984,25750.0
2016-01-14,26173.564,25652.0
2016-01-11,26210.248,25877.0
2016-01-12,26252.098,25689.0
2016-01-13,26231.89,25750.0
2016-01-14,26252.623,25652.0
2016-01-15,26274.998,26126.0
2016-01-13,25939.645,25750.0
2016-01-14,25955.88,25652.0
2016-01-15,25980.09,26126.0
2016-01-18,26029.436,26070.0
2016-01-19,26042.701,26064.0
2016-01-14,25970.09,25652.0
2016-01-15,25985.531,26126.0
2016-01-18,26025.78,26070.0
2016-01-19,26039.562,26064.0
2016-01-20,26062.098,26563.0
2016-01-15,25865.324,26126.0
2016-01-18,25915.312,26070.0
2016-01-19,25932.182,26064.0
2016-01-20,25955.793,26563.0
2016-01-21,25967.584,26190.0
2016-01-18,26358.75,26070.0
2016-01-19,26393.314,26064.0
2016-01-20,26438.238,26563.0
2016-01-21,26468.723,26190.0
2016-01-22,26491.8,26168.0
2016-01-20,26273.36,26563.0
2016-01-21,26286.68,26190.0
2016-01-22,26301.203,26168.0
2016-01-25,26353.297,26391.0
2016-01-26,26372.975,26563.5
2016-01-21,26684.479,26190.0
2016-01-22,26735.324,26168.0
2016-01-25,26924.668,26391.0
2016-01-26,26975.35,26563.5
2016-01-27,27030.512,26736.0
2016-01-22,26374.92,26168.0
2016-01-25,26412.436,26391.0
2016-01-26,26418.895,26563.5
2016-01-27,26439.068,26736.0
2016-01-28,26453.846,26701.0
2016-01-25,26375.365,26391.0
2016-01-26,26389.047,26563.5
2016-01-27,26409.457,26736.0
2016-01-28,26421.547,26701.0
2016-01-29,26427.582,26709.0
2016-01-27,26645.361,26736.0
2016-01-28,26664.773,26701.0
2016-01-29,26683.35,26709.0
2016-02-01,26743.707,26973.0
2016-02-02,26775.271,27008.0
2016-01-28,26903.732,26701.0
2016-01-29,26945.326,26709.0
2016-02-01,27107.814,26973.0
2016-02-02,27168.498,27008.0
2016-02-03,27207.623,27285.0
2016-01-29,26829.027,26709.0
2016-02-01,26909.07,26973.0
2016-02-02,26942.732,27008.0
2016-02-03,26965.13,27285.0
2016-02-04,26986.938,27656.0
2016-02-01,26885.38,26973.0
2016-02-02,26912.402,27008.0
2016-02-03,26927.414,27285.0
2016-02-04,26942.752,27656.0
2016-02-05,26960.645,27568.0
2016-02-03,27208.977,27285.0
2016-02-04,27240.535,27656.0
2016-02-05,27261.424,27568.0
2016-02-08,27351.576,28367.0
2016-02-09,27386.92,28325.0
2016-02-04,27483.715,27656.0
2016-02-05,27542.53,27568.0
2016-02-08,27678.432,28367.0
2016-02-09,27713.361,28325.0
2016-02-10,27740.244,28211.0
2016-02-05,27752.572,27568.0
2016-02-08,27919.266,28367.0
2016-02-09,27953.777,28325.0
2016-02-10,27978.885,28211.0
2016-02-11,27991.863,29706.0
2016-02-08,27877.404,28367.0
2016-02-09,27935.809,28325.0
2016-02-10,27986.59,28211.0
2016-02-11,28024.72,29706.0
2016-02-12,28099.697,29287.0
2016-02-10,28429.027,28211.0
2016-02-11,28509.957,29706.0
2016-02-12,28632.672,29287.0
2016-02-15,28884.691,28595.0
2016-02-16,28980.2,28800.0
2016-02-11,28464.326,29706.0
2016-02-12,28565.434,29287.0
2016-02-15,28769.785,28595.0
2016-02-16,28875.695,28800.0
2016-02-17,28938.781,28781.0
2016-02-12,29045.225,29287.0
2016-02-15,29353.854,28595.0
2016-02-16,29504.068,28800.0
2016-02-17,29596.215,28781.0
2016-02-18,29686.682,29210.0
2016-02-15,29584.926,28595.0
2016-02-16,29749.828,28800.0
2016-02-17,29862.36,28781.0
2016-02-18,29976.703,29210.0
2016-02-19,30084.004,29432.0
2016-02-17,29034.375,28781.0
2016-02-18,29052.66,29210.0
2016-02-19,29088.967,29432.0
2016-02-22,29086.875,28916.0
2016-02-23,29101.363,29234.0
2016-02-18,28982.496,29210.0
2016-02-19,29019.705,29432.0
2016-02-22,29089.465,28916.0
2016-02-23,29107.178,29234.0
2016-02-24,29106.867,29523.0
2016-02-19,29478.355,29432.0
2016-02-22,29661.96,28916.0
2016-02-23,29720.102,29234.0
2016-02-24,29764.676,29523.0
2016-02-25,29846.78,29735.0
2016-02-22,29850.318,28916.0
2016-02-23,29931.398,29234.0
2016-02-24,29990.062,29523.0
2016-02-25,30081.504,29735.0
2016-02-26,30139.486,29290.0
2016-02-24,29430.93,29523.0
2016-02-25,29500.205,29735.0
2016-02-26,29562.861,29290.0
2016-02-29,29655.314,29437.0
2016-03-01,29663.225,29097.0
2016-02-25,29730.146,29735.0
2016-02-26,29778.646,29290.0
2016-02-29,29919.082,29437.0
2016-03-01,29931.9,29097.0
2016-03-02,29950.588,29219.0
2016-02-26,29911.832,29290.0
2016-02-29,30076.441,29437.0
2016-03-01,30097.033,29097.0
2016-03-02,30119.008,29219.0
2016-03-03,30116.395,29381.0
2016-02-29,29556.822,29437.0
2016-03-01,29593.14,29097.0
2016-03-02,29624.783,29219.0
2016-03-03,29627.902,29381.0
2016-03-04,29639.445,29519.0
2016-03-02,29198.238,29219.0
2016-03-03,29254.434,29381.0
2016-03-04,29313.986,29519.0
2016-03-07,29421.525,29597.0
2016-03-08,29435.41,29819.0
2016-03-03,29332.27,29381.0
2016-03-04,29377.955,29519.0
2016-03-07,29498.348,29597.0
2016-03-08,29518.398,29819.0
2016-03-09,29521.758,29597.0
2016-03-04,29504.582,29519.0
2016-03-07,29584.832,29597.0
2016-03-08,29598.818,29819.0
2016-03-09,29599.71,29597.0
2016-03-10,29605.883,29928.0
2016-03-07,29649.947,29597.0
2016-03-08,29658.49,29819.0
2016-03-09,29657.021,29597.0
2016-03-10,29663.932,29928.0
2016-03-11,29684.367,29504.0
2016-03-09,29912.033,29597.0
2016-03-10,29925.918,29928.0
2016-03-11,29942.85,29504.0
2016-03-14,30036.586,29204.0
2016-03-15,30065.543,29050.0
2016-03-10,29700.285,29928.0
2016-03-11,29706.252,29504.0
2016-03-14,29762.863,29204.0
2016-03-15,29789.133,29050.0
2016-03-16,29804.56,28970.0
2016-03-11,29993.57,29504.0
2016-03-14,30048.867,29204.0
2016-03-15,30072.725,29050.0
2016-03-16,30090.61,28970.0
2016-03-17,30101.457,29357.0
2016-03-14,29572.646,29204.0
2016-03-15,29572.799,29050.0
2016-03-16,29562.277,28970.0
2016-03-17,29555.773,29357.0
2016-03-18,29541.686,29135.0
2016-03-16,29034.04,28970.0
2016-03-17,29030.092,29357.0
2016-03-18,29013.383,29135.0
2016-03-21,28951.072,28937.0
2016-03-22,28925.725,29047.0
2016-03-17,28952.645,29357.0
2016-03-18,28939.041,29135.0
2016-03-21,28882.305,28937.0
2016-03-22,28859.148,29047.0
2016-03-23,28833.828,28568.0
2016-03-18,29233.654,29135.0
2016-03-21,29286.938,28937.0
2016-03-22,29296.133,29047.0
2016-03-23,29289.344,28568.0
2016-03-24,29282.066,28560.0
2016-03-21,29165.256,28937.0
2016-03-22,29169.691,29047.0
2016-03-23,29161.34,28568.0
2016-03-24,29150.674,28560.0
2016-03-25,29136.064,28520.0
2016-03-23,29033.1,28568.0
2016-03-24,29033.3,28560.0
2016-03-25,29033.5,28520.0
2016-03-28,29002.934,28400.0
2016-03-29,28983.361,28616.0
2016-03-24,28621.691,28560.0
2016-03-25,28629.766,28520.0
2016-03-28,28617.994,28400.0
2016-03-29,28618.25,28616.0
2016-03-30,28623.814,28301.0
2016-03-25,28517.48,28520.0
2016-03-28,28511.514,28400.0
2016-03-29,28507.273,28616.0
2016-03-30,28507.16,28301.0
2016-03-31,28517.512,28441.0
2016-03-28,28534.777,28400.0
2016-03-29,28540.055,28616.0
2016-03-30,28541.217,28301.0
2016-03-31,28546.191,28441.0
2016-04-01,28548.816,28056.0
2016-03-30,28618.719,28301.0
2016-03-31,28629.498,28441.0
2016-04-01,28648.193,28056.0
2016-04-04,28744.426,28086.0
2016-04-05,28777.38,28562.0
2016-03-31,28397.984,28441.0
2016-04-01,28391.627,28056.0
2016-04-04,28393.752,28086.0
2016-04-05,28400.322,28562.0
2016-04-06,28404.617,28571.0
2016-04-01,28467.27,28056.0
2016-04-04,28498.629,28086.0
2016-04-05,28515.635,28562.0
2016-04-06,28525.19,28571.0
2016-04-07,28538.078,28972.0
2016-04-04,28160.68,28086.0
2016-04-05,28153.559,28562.0
2016-04-06,28141.766,28571.0
2016-04-07,28134.883,28972.0
2016-04-08,28133.71,29047.0
2016-04-06,28497.838,28571.0
2016-04-07,28543.055,28972.0
2016-04-08,28603.68,29047.0
2016-04-11,28768.215,29254.0
2016-04-12,28795.979,29250.0
2016-04-07,28600.41,28972.0
2016-04-08,28623.188,29047.0
2016-04-11,28769.57,29254.0
2016-04-12,28796.16,29250.0
2016-04-13,28806.14,29128.0
2016-04-08,28973.824,29047.0
2016-04-11,29134.344,29254.0
2016-04-12,29154.373,29250.0
2016-04-13,29145.863,29128.0
2016-04-14,29112.39,28731.0
2016-04-11,29178.766,29254.0
2016-04-12,29205.31,29250.0
2016-04-13,29202.422,29128.0
2016-04-14,29174.9,28731.0
2016-04-15,29132.25,28918.0
2016-04-13,29387.125,29128.0
2016-04-14,29406.533,28731.0
2016-04-15,29416.945,28918.0
2016-04-18,29452.832,28935.0
2016-04-19,29461.21,29255.0
2016-04-14,29278.693,28731.0
2016-04-15,29290.496,28918.0
2016-04-18,29322.168,28935.0
2016-04-19,29336.283,29255.0
2016-04-20,29345.928,29249.0
2016-04-15,28808.488,28918.0
2016-04-18,28845.793,28935.0
2016-04-19,28872.584,29255.0
2016-04-20,28889.12,29249.0
2016-04-21,28897.266,29287.0
2016-04-18,29022.896,28935.0
2016-04-19,29053.412,29255.0
2016-04-20,29079.98,29249.0
2016-04-21,29101.639,29287.0
2016-04-22,29113.53,28941.0
2016-04-20,29327.494,29249.0
2016-04-21,29347.078,29287.0
2016-04-22,29365.836,28941.0
2016-04-25,29409.818,29183.0
2016-04-26,29419.65,29158.0
2016-04-21,29340.117,29287.0
2016-04-22,29354.334,28941.0
2016-04-25,29379.932,29183.0
2016-04-26,29383.812,29158.0
2016-04-27,29393.145,29319.0
2016-04-22,29382.01,28941.0
2016-04-25,29409.045,29183.0
2016-04-26,29406.703,29158.0
2016-04-27,29411.38,29319.0
2016-04-28,29422.605,29627.0
2016-04-25,29124.342,29183.0
2016-04-26,29141.93,29158.0
2016-04-27,29163.748,29319.0
2016-04-28,29189.467,29627.0
2016-04-29,29212.004,30138.0
2016-04-27,29203.506,29319.0
2016-04-28,29218.287,29627.0
2016-04-29,29239.783,30138.0
2016-05-02,29324.16,30213.0
2016-05-03,29327.78,30154.0
2016-04-28,29363.904,29627.0
2016-04-29,29376.506,30138.0
2016-05-02,29458.256,30213.0
2016-05-03,29469.01,30154.0
2016-05-04,29464.422,29934.0
2016-04-29,29675.746,30138.0
2016-05-02,29785.963,30213.0
2016-05-03,29803.035,30154.0
2016-05-04,29806.951,29934.0
2016-05-05,29811.78,29868.0
2016-05-02,30209.645,30213.0
2016-05-03,30230.592,30154.0
2016-05-04,30244.96,29934.0
2016-05-05,30269.488,29868.0
2016-05-06,30295.957,30366.0
2016-05-04,30426.365,29934.0
2016-05-05,30483.838,29868.0
2016-05-06,30521.121,30366.0
2016-05-09,30583.5,29805.0
2016-05-10,30605.326,29785.0
2016-05-05,30193.596,29868.0
2016-05-06,30212.559,30366.0
2016-05-09,30193.885,29805.0
2016-05-10,30197.98,29785.0
2016-05-11,30221.76,29933.0
2016-05-06,30089.244,30366.0
2016-05-09,30077.309,29805.0
2016-05-10,30077.867,29785.0
2016-05-11,30095.895,29933.0
2016-05-12,30112.2,29904.0
2016-05-09,30601.6,29805.0
2016-05-10,30634.92,29785.0
2016-05-11,30685.879,29933.0
2016-05-12,30742.592,29904.0
2016-05-13,30747.514,30023.0
2016-05-11,29922.406,29933.0
2016-05-12,29971.895,29904.0
2016-05-13,29999.586,30023.0
2016-05-16,30074.26,29963.0
2016-05-17,30091.998,30045.0
2016-05-12,30045.445,29904.0
2016-05-13,30075.68,30023.0
2016-05-16,30179.23,29963.0
2016-05-17,30203.031,30045.0
2016-05-18,30229.754,30049.0
2016-05-13,30004.848,30023.0
2016-05-16,30144.11,29963.0
2016-05-17,30177.875,30045.0
2016-05-18,30214.406,30049.0
2016-05-19,30246.521,29800.0
2016-05-16,30214.115,29963.0
2016-05-17,30248.201,30045.0
2016-05-18,30283.94,30049.0
2016-05-19,30316.125,29800.0
2016-05-20,30346.484,29693.0
2016-05-18,30144.336,30049.0
2016-05-19,30163.705,29800.0
2016-05-20,30194.98,29693.0
2016-05-23,30281.064,29682.0
2016-05-24,30304.297,29306.0
2016-05-19,30134.74,29800.0
2016-05-20,30152.191,29693.0
2016-05-23,30233.105,29682.0
2016-05-24,30255.879,29306.0
2016-05-25,30259.004,28945.0
2016-05-20,29822.662,29693.0
2016-05-23,29867.025,29682.0
2016-05-24,29879.697,29306.0
2016-05-25,29878.34,28945.0
2016-05-26,29866.246,28729.0
2016-05-23,29687.412,29682.0
2016-05-24,29694.877,29306.0
2016-05-25,29693.453,28945.0
2016-05-26,29681.191,28729.0
2016-05-27,29661.506,28590.0
2016-05-25,29317.295,28945.0
2016-05-26,29309.824,28729.0
2016-05-27,29297.576,28590.0
2016-05-30,29240.451,28590.0
2016-05-31,29225.94,28610.0
2016-05-26,28956.271,28729.0
2016-05-27,28963.457,28590.0
2016-05-30,28974.027,28590.0
2016-05-31,28982.703,28610.0
2016-06-01,28996.629,28626.0
2016-05-27,28806.72,28590.0
2016-05-30,28812.662,28590.0
2016-05-31,28818.87,28610.0
2016-06-01,28831.59,28626.0
2016-06-02,28851.156,28554.0
2016-05-30,28754.807,28590.0
2016-05-31,28753.748,28610.0
2016-06-01,28753.389,28626.0
2016-06-02,28760.344,28554.0
2016-06-03,28782.541,29216.0
2016-06-01,28703.48,28626.0
2016-06-02,28710.018,28554.0
2016-06-03,28736.646,29216.0
2016-06-06,28836.379,29329.0
2016-06-07,28867.318,29239.0
2016-06-02,28704.95,28554.0
2016-06-03,28708.379,29216.0
2016-06-06,28775.62,29329.0
2016-06-07,28804.586,29239.0
2016-06-08,28851.973,29491.0
2016-06-03,28639.672,29216.0
2016-06-06,28651.137,29329.0
2016-06-07,28665.357,29239.0
2016-06-08,28700.73,29491.0
2016-06-09,28737.227,29757.0
2016-06-06,29179.969,29329.0
2016-06-07,29262.803,29239.0
2016-06-08,29365.6,29491.0
2016-06-09,29464.172,29757.0
2016-06-10,29552.371,29851.0
2016-06-08,29272.893,29491.0
2016-06-09,29311.818,29757.0
2016-06-10,29366.861,29851.0
2016-06-13,29507.072,30181.0
2016-06-14,29530.564,30357.0
2016-06-09,29573.678,29757.0
2016-06-10,29635.09,29851.0
2016-06-13,29844.268,30181.0
2016-06-14,29881.771,30357.0
2016-06-15,29884.781,30262.0
2016-06-10,29896.521,29851.0
2016-06-13,30105.477,30181.0
2016-06-14,30150.904,30357.0
2016-06-15,30163.232,30262.0
2016-06-16,30166.54,30392.0
2016-06-13,30126.6,30181.0
2016-06-14,30170.545,30357.0
2016-06-15,30195.535,30262.0
2016-06-16,30219.16,30392.0
2016-06-17,30206.584,30373.0
